id,name_tejary,goroh_daroei,goroh_darmani,name_farsi,shekl_daroei,masraf_hamelegi,mavared_masraf,mizan_masraf,mavared_mane,avarez_janebi,tavajohat,amozesh,description,sharayet_negah,nokte
100,Advil,اسید پروپیونیک,"ضد التهاب , ضد درد",ايبوپروفن,قرص و محلول,گروه B,"درد های عمومی , قلب , بیماری های رماتیسمی , درد قاعدگی",یک تا 2 قرص هر 4 تا 6 ساعت,"در فشار خون بالا , ناراحتی  کلیوی , حساسیت شدید  دارویی و زخم فعال معده","تهوع , استفراغ , دل درد , خونریزی  دستگاه گوارش",در صورت درمان دراز مدت آزمایشهای کبدی کلیوی لازم است.  گزارش مدفوع قیری رنگ به نفع خونریزی گوارشی است.,"در صورت سرگیجه , اختلال هوشیاری  و خواب آلودگی شدید به پزشک اطلاع دهید. بهتر است دارو یک ساعت قبل یا بعد از غذا مصرف شود.",IBUPROFEN,در دمای اتاق نگهداری شود.,---
101,Naprosyn,اسید پروپیونیک,"ضد درد , ضد التهاب , غیر استروئیدی",ناپروکسن,قرص 250 و 500 میلی گرمی,گروه B,"رماتیسم , آرتروز , درد های استخوانی , حمله حاد نقرس , سر درد های میگرنی",1 تا 4 عدد روزانه و بنابر درد  میتواند متفاوت باشد.,"خونریزی حاد گوارشی , زخم فعال معده , حاملگی سه ماهه سوم , آسم , حساسیت شدید دارویی","ناراحتی معده و روده  و خونریزی , تهوع , استفراغ , عوارض کلیوی , اختلالات کلیوی , اختلالات خونی , تب , سرگیجه , سردرد , بی خوابی","برای کاهش تحریک معده , به همراه دارو یک لیوان آب , شیر , دارو های راینتیدین یا آلومینیوم ام جی استفاده شود.",برای کاهش خونریزی بعد از عمل جراحی یک هفته قبل از عمل مصرف آن قطع شود.در صورت بروز مشکلات شنوایی یا خواب آلودگی شدید اطلاع دهید.,NAPROXEN,در دمای معمولی نگهداری شود.,---
102,Voltaren,اسید فنیل استیک,"ضد درد , ضد التهاب",ديکلوفناک سديم,"قرص , شیاف , آمپول",گروه B,"آرتروز (استئوآرتریت) , رماتیسم مفصلی, التهاب بورس و تاندون ها , درد کلیوی",یک تا 2 قرص یا یک شیاف یک تا 4 بار در روز,"حساسیت به دارو , زخم معده فعال , بیماری پورفیری","تشنج , فشار خون بالا  و افزایش قند خون , خونریزی از دستگاه گوارش , کهیر و عوارض پوستی , تنگی نفس",برای کاهش تحریک معده قرص را با یک لیوان آب مصرف کنید.برای جذب بهتر دارو آن را تا 1 ساعت قبل  یا بعد از غذا مصرف کنید.,از رانندگی به علت خواب آلودگی ناشی از مصرف دارو پرهیز شود.مصرف به شکل تزریقی با فلج عصب سیاتیک همراه است و ممنوع شده است.,DICLOFENAC,در دمای معمولی اتاق نگهداری شود.,از مصرف همزمان داروهای ضد درد دیگر مثل آسپیرین خودداری کنید.
103,Wellcovorin,اسید فولیک,درمان کم خونی ها,لوکوورين,قرص و تزریقی,گروه C,"کمبود اسید فولیک, درمان کمکی در سرطان ها ( که با متوترکسات درمان می شود) , در کم خونی ها",در کم خونی 1 میلی گرم خوراکی یا عضلانی روزانه تجویز شود.,در کم خونی تشخیص داده نشده کاربرد ندارد و در کم خونی ناشی از B12 نیز مفید نیست.,"راش , کهیر , تنگی نفس",نوع تزریقی را چون دارای کلسیم است با سرعت بالا تزریق نکنید. محلول آن می بایست طی 15 تا 60 دقیقه از راه وریدی انفوزیون شود.,"بیمار نباید میزان مصرف داروی خود را تغییر دهید. بیمار باید از مواد غذایی حاوی فولیک اسید مثل پروتئین گوشت , باقلای خشک و سبزی و میوه تازه استفاده کند.",LEUCOVORIN,در دمای اتاق نگهداری شود.,---
104,Citrosteril,اسید ها,آنتی اکسیدان,اسيد سيتريک,"پودر , کریستالی",بررسی نشده است.,در درمان سنگ های ادراری اگزالاتی و در درمان نقرس و اسید متابولیک مزمن,15 تا 30 سی سی از محلول رقیق شده با آب را پس از غذا یا موقع خواب بنوشید.,"حساسیت شدید , ولی در نارسایی کلیه و مشکلات گوارشی با احتیاط مصرف شود.",مصرف طولانی مدت به میزان زیاد باعث عوارض گوارشی و احساس طعم نا مطبوع و آلکالوز متابولیک می شود.,مراقب برای پرستاری حین استفاده ضروری است.,این پودر باید دور از نور نگهداری شود.,CITRIC ACID,در ظروف در بسته و در حرارت معمولی اتاق نگهداری شود.,---
105,Borfax,اسید های معدنی,"ضد باکتری , ضد قارچ ضعیف",اسيد بوريک,فله ای و محلول,مطالعه نشده است.,محلول دهان شویه و قطره های چشمی و حشره کش ها,دفعات و مقدار مصرف متفاوت است.,"حساسیت شدید , زخم شدید در سطح پوست",حساسیت موضعی در پوست,"این دارو به عنوان دهان شویه , لوسیون چشمی و لوسیون پوستی مصرف می شود. بارز ترین علائم مسمومیت آن , پوسته پوسته شدن پوست و استفراغ و اسهال و گاهی تشنج است.","مواردی از مرک دیده شده است , مصرف مکرر آن ممنوع و بر اساس نظر پزشک مصرف شود.",BORIC ACID,دارو در دمای معمولی اتاق نگهداری شود.,---
106,Laniazid,اسید هیدرازید (INH),ضد سل,ايزونيازيد,قرص و تزریقی,گروه C,درمان سل ریوی,در سل 5 تا 10 میلی گرم به ازای هر کیلو گرم  وزن تا حداکثر 300 میلی گرم یک بار در روز استفاده شود.,"سابقه حساسیت دارویی , ضایعه  عصب بینایی","ضایعات عصبی محیطی, گزگز در دست و پا , تب , ضایعات پوستی , اختلالات خونی , تهوع و استفراغ , خشکی دهان , بزرگی پستان مردان",مصرف همزمان هیدروکسی آلومینیوم با ایزونیازید اثر آن را کاهش می دهد. در صورت تهوع  و سرگیجه یا تاری دید به فکر مسمومیت با دارو باشید.,مصرف دارو در بیماران کبدی ممنوع است.معاینه دوره ایچشم ضروری است. کنترل فشار خون بیمار ضروری است. بهتر است دارو یک ساعت قبل از غذا یا 2 ساعت بعد از غذا میل شود.,ISONIAZID,در دمای اتاق نگهداری شود.,---
107,Epilim,اسید کربوکسیلیک,ضد تشنج,والپروات,قرص و شربت,گروه D,"انواع تشنج , ( موضعی و عمومی) , درمان پیشگیری میگرن, اختلالات اضطرابی, در درمان اعصاب محیطی",20 تا 30 میلی گرم به ازای هر کیلو گرم,نارسایی کبدی و حساسیت شدید دارویی,"تهوع , اسهال, کرامپ و درد شکمی, نارسایی کبدی,بی قراری, ریزش مو , تورم پستان , خونریزی , افسردگی , کاهش شنوایی , گوش درد  و کاهش یا بالا رفتن فشار خون , تپش قلب","تست های کبدی انجام شود.به علت اختلالات خونی , آزمایشهای انعقادی انجام شود.",بهتر است با غذا میل شود.از رانندتگی اجتناب شود.,VALPROATE,در دمای اتاق نگهداری شود.,---
108,Parlodel,اگونیست دوپامینرژیک,مهار هورمون ترشح پرولاکتین,بروموکريپتين,قرص 2.5 میلی گرمی,گروه B,"عدم قاعدگی در زن بلوغ  ( آمنوره) , ترشح شیر نابجا , بیماری اکرومگالی ( درشتی غیر طبیعی اندام ها)",روزانه 1.25 تا 2.5 میلی گرم استفاده می شود.البته بنابر مورد متفاوت است.,"حساسیت شدید دارویی , فشار خون شدید , مسمومیت حاملگی","سرگیجه , استفراغ , یبوست , کرامپ شکمی , تشنج",عملکرد قلب - کلیه - کبد - بررسی شود.,"دارو را با غذا مصرف کنید. راننگی ممنوع است , زنان مصرف کننده دارو باید از روشهای دیگر جلوگیری از بارداری غیر از قرص خوراکی یا کاشتنی استفاده کنند.",BROMOCRIPTINE,در جای خشک و خنک و در دمای کمتر از 25 درجه سانتیگراد نگهداری شود.,---
109,Ipeca,الکالوئید,استفراغ آور,ايپکاک,شربت,گروه C,ایجاد استفراغ در مسمومیت حاد و گاهی به عنوان داروی خلط آور استفاده می شود.,15 تا 30 سی سی خوراکی,در موارد فقدان هوشیاری مثل کوما و شوک و تشنج و مسمومیت با الکل ممنوع است. در درمان مسمومیت با نفت نیز ممنوع است.,"استفراغ های خونی , انفارکتوس قلبی ( سکته ) , بی نظمی ریتم قلبی , پنومونی , اسهال و...",از تجویز دارو در افراد غیر هوشیار خودداری شود. طی 15 تا 30 دقیقه اثر استفراغ دارو بروز می کند.,"دارو باید به دستور پزشک مصرف شود. زمان موثر بودن بعد از مسمومیت حداکثر 6 ساعت پس از مسمومیت است.   در صورتی که استفراغ شدید شود و  تداوم داشته باشد, به پزشک اطلاع دهید.",IPECAC,در دمای اتاق نگهداری شود.,---
